variable code,variable name
hc31_gghed_usd2022_pc,"Domestic General Government Expenditure on Inpatient long-term care (health), in constant (2022) US$ per capita"
hc32_gghed_usd2022_pc,"Domestic General Government Expenditure on Day long-term care (health), in constant (2022) US$ per capita"
hc33_gghed_usd2022_pc,"Domestic General Government Expenditure on Outpatient long-term care (health), in constant (2022) US$ per capita"
hc34_gghed_usd2022_pc,"Domestic General Government Expenditure on Home-based long-term care (health), in constant (2022) US$ per capita"
hc3nec_gghed_usd2022_pc,"Domestic General Government Expenditure on Other Long-Term Care, in constant (2022) US$ per capita"
hc4_gghed_usd2022_pc,"Domestic General Government Expenditure on Ancillary services (non-specified by function), in constant (2022) US$ per capita"
hc41_gghed_usd2022_pc,"Domestic General Government Expenditure on Laboratory services, in constant (2022) US$ per capita"
hc42_gghed_usd2022_pc,"Domestic General Government Expenditure on Imaging services, in constant (2022) US$ per capita"
hc43_gghed_usd2022_pc,"Domestic General Government Expenditure on Patient transportation, in constant (2022) US$ per capita"
hc5_gghed_usd2022_pc,"Domestic General Government Expenditure on Medical goods (non-specified by function), in constant (2022) US$ per capita"
hc51_gghed_usd2022_pc,"Domestic General Government Expenditure on Pharmaceuticals and Other medical durable goods, in constant (2022) US$ per capita"
hc511_gghed_usd2022_pc,"Domestic General Government Expenditure on Prescribed medicines, in constant (2022) US$ per capita"
hc512_gghed_usd2022_pc,"Domestic General Government Expenditure on Over-the-counter medicines, in constant (2022) US$ per capita"
hc513_gghed_usd2022_pc,"Domestic General Government Expenditure on Other medical non-durable goods, in constant (2022) US$ per capita"
hc52_gghed_usd2022_pc,"Domestic General Government Expenditure on Therapeutic appliances and Other medical goods, in constant (2022) US$ per capita"
hc5nec_gghed_usd2022_pc,"Domestic General Government Expenditure on Unspecified medical goods (n.e.c.), in constant (2022) US$ per capita"
hc6_gghed_usd2022_pc,"Domestic General Government Expenditure on Preventive care, in constant (2022) US$ per capita"
hc61_gghed_usd2022_pc,"Domestic General Government Expenditure on Information, education and counseling (IEC) programmes, in constant (2022) US$ per capita"
hc62_gghed_usd2022_pc,"Domestic General Government Expenditure on Immunization Programmes, in constant (2022) US$ per capita"
fp3214_gghed_usd2022_pc,"Domestic General Government Expenditure on Vaccines, in constant (2022) US$ per capita"
hc63_gghed_usd2022_pc,"Domestic General Government Expenditure on Early disease detection programmes, in constant (2022) US$ per capita"
hc64_gghed_usd2022_pc,"Domestic General Government Expenditure on Healthy condition monitoring programmes, in constant (2022) US$ per capita"
hc65_gghed_usd2022_pc,"Domestic General Government Expenditure on Epidemiological surveillance and risk and disease control programmes, in constant (2022) US$ per capita"
hc66_gghed_usd2022_pc,"Domestic General Government Expenditure on Preparing for disaster and emergency response programmes, in constant (2022) US$ per capita"
hc6nec_gghed_usd2022_pc,"Domestic General Government Expenditure on Unspecified preventive care (n.e.c.), in constant (2022) US$ per capita"
hc7_gghed_usd2022_pc,"Domestic General Government Expenditure on Governance, health system & financing administration, in constant (2022) US$ per capita"
hc71_gghed_usd2022_pc,"Domestic General Government Expenditure on Governance and Health system administration, in constant (2022) US$ per capita"
hc72_gghed_usd2022_pc,"Domestic General Government Expenditure on Administration of health financing, in constant (2022) US$ per capita"
hc7nec_gghed_usd2022_pc,"Domestic General Government Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), in constant (2022) US$ per capita"
hc9_gghed_usd2022_pc,"Domestic General Government Expenditure on Other health care services (n.e.c.), in constant (2022) US$ per capita"
hc_ext_usd2022_pc,"External health expenditure by Health Care Functions, in constant (2022) US$ per capita"
hc1_ext_usd2022_pc,"External Expenditure on Curative care, in constant (2022) US$ per capita"
hc11_ext_usd2022_pc,"External Expenditure on Inpatient curative care, in constant (2022) US$ per capita"
hc12_ext_usd2022_pc,"External Expenditure on Day curative care, in constant (2022) US$ per capita"
hc13_ext_usd2022_pc,"External Expenditure on Outpatient curative care, in constant (2022) US$ per capita"
hc131_ext_usd2022_pc,"External Expenditure on General outpatient curative care, in constant (2022) US$ per capita"
hc132_ext_usd2022_pc,"External Expenditure on Dental outpatient curative care, in constant (2022) US$ per capita"
hc133_ext_usd2022_pc,"External Expenditure on Specialised outpatient curative care, in constant (2022) US$ per capita"
hc139_ext_usd2022_pc,"External Expenditure on all other outpatient curative care, in constant (2022) US$ per capita"
hc13nec_ext_usd2022_pc,"External Expenditure on Outpatient curative care n.e.c., in constant (2022) US$ per capita"
hc14_ext_usd2022_pc,"External Expenditure on Home-based curative care, in constant (2022) US$ per capita"
hc1nec_ext_usd2022_pc,"External Expenditure on Other curative care, in constant (2022) US$ per capita"
hc2_ext_usd2022_pc,"External Expenditure on Rehabilitative care, in constant (2022) US$ per capita"
hc21_ext_usd2022_pc,"External Expenditure on Inpatient rehabilitative care, in constant (2022) US$ per capita"
hc22_ext_usd2022_pc,"External Expenditure on Day rehabilitative care, in constant (2022) US$ per capita"
hc23_ext_usd2022_pc,"External Expenditure on Outpatient rehabilitative care, in constant (2022) US$ per capita"
hc24_ext_usd2022_pc,"External Expenditure on Home-based rehabilitative care, in constant (2022) US$ per capita"
hc3_ext_usd2022_pc,"External Expenditure on Long-term care (health), in constant (2022) US$ per capita"
hc31_ext_usd2022_pc,"External Expenditure on Inpatient long-term care (health), in constant (2022) US$ per capita"
hc32_ext_usd2022_pc,"External Expenditure on Day long-term care (health), in constant (2022) US$ per capita"
hc33_ext_usd2022_pc,"External Expenditure on Outpatient long-term care (health), in constant (2022) US$ per capita"
hc34_ext_usd2022_pc,"External Expenditure on Home-based long-term care (health), in constant (2022) US$ per capita"
hc3nec_ext_usd2022_pc,"External Expenditure on Other Long-Term Care, in constant (2022) US$ per capita"
hc4_ext_usd2022_pc,"External Expenditure on Ancillary services (non-specified by function), in constant (2022) US$ per capita"
hc41_ext_usd2022_pc,"External Expenditure on Laboratory services, in constant (2022) US$ per capita"
hc42_ext_usd2022_pc,"External Expenditure on Imaging services, in constant (2022) US$ per capita"
hc43_ext_usd2022_pc,"External Expenditure on Patient transportation, in constant (2022) US$ per capita"
hc5_ext_usd2022_pc,"External Expenditure on Medical goods (non-specified by function), in constant (2022) US$ per capita"
hc51_ext_usd2022_pc,"External Expenditure on Pharmaceuticals and Other medical durable goods, in constant (2022) US$ per capita"
hc511_ext_usd2022_pc,"External Expenditure on Prescribed medicines, in constant (2022) US$ per capita"
hc512_ext_usd2022_pc,"External Expenditure on Over-the-counter medicines, in constant (2022) US$ per capita"
hc513_ext_usd2022_pc,"External Expenditure on Other medical non-durable goods, in constant (2022) US$ per capita"
hc52_ext_usd2022_pc,"External Expenditure on Therapeutic appliances and Other medical goods, in constant (2022) US$ per capita"
hc5nec_ext_usd2022_pc,"External Expenditure on Unspecified medical goods (n.e.c.), in constant (2022) US$ per capita"
hc6_ext_usd2022_pc,"External Expenditure on Preventive care, in constant (2022) US$ per capita"
hc61_ext_usd2022_pc,"External Expenditure on Information, education and counseling (IEC) programmes, in constant (2022) US$ per capita"
hc62_ext_usd2022_pc,"External sources of funding on Immunization Programmes , in constant (2022) US$ per capita"
fp3214_ext_usd2022_pc,"External sources of funding on Vaccines, in constant (2022) US$ per capita"
hc63_ext_usd2022_pc,"External Expenditure on Early disease detection programmes, in constant (2022) US$ per capita"
hc64_ext_usd2022_pc,"External Expenditure on Healthy condition monitoring programmes, in constant (2022) US$ per capita"
hc65_ext_usd2022_pc,"External Expenditure on Epidemiological surveillance and risk and disease control programmes, in constant (2022) US$ per capita"
hc66_ext_usd2022_pc,"External Expenditure on Preparing for disaster and emergency response programmes, in constant (2022) US$ per capita"
hc6nec_ext_usd2022_pc,"External Expenditure on Unspecified preventive care (n.e.c.), in constant (2022) US$ per capita"
hc7_ext_usd2022_pc,"External Expenditure on Governance, health system & financing administration, in constant (2022) US$ per capita"
hc71_ext_usd2022_pc,"External Expenditure on Governance and Health system administration, in constant (2022) US$ per capita"
hc72_ext_usd2022_pc,"External Expenditure on Administration of health financing, in constant (2022) US$ per capita"
hc7nec_ext_usd2022_pc,"External Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), in constant (2022) US$ per capita"
hc9_ext_usd2022_pc,"External Expenditure on Other health care services (n.e.c.), in constant (2022) US$ per capita"
hc_pvtd_usd2022_pc,"Domestic Private Health Expenditure by Health Care Functions, in constant (2022) US$ per capita"
hc1_pvtd_usd2022_pc,"Domestic Private Expenditure on Curative care, in constant (2022) US$ per capita"
hc11_pvtd_usd2022_pc,"Domestic Private Expenditure on Inpatient curative care, in constant (2022) US$ per capita"
hc12_pvtd_usd2022_pc,"Domestic Private Expenditure on Day curative care, in constant (2022) US$ per capita"
hc13_pvtd_usd2022_pc,"Domestic Private Expenditure on Outpatient curative care, in constant (2022) US$ per capita"
hc131_pvtd_usd2022_pc,"Domestic Private Expenditure on General outpatient curative care, in constant (2022) US$ per capita"
hc132_pvtd_usd2022_pc,"Domestic Private Expenditure on Dental outpatient curative care, in constant (2022) US$ per capita"
hc133_pvtd_usd2022_pc,"Domestic Private Expenditure on Specialised outpatient curative care, in constant (2022) US$ per capita"
hc139_pvtd_usd2022_pc,"Domestic Private Expenditure on all other outpatient curative care, in constant (2022) US$ per capita"
hc13nec_pvtd_usd2022_pc,"Domestic Private Expenditure on Outpatient curative care n.e.c., in constant (2022) US$ per capita"
hc14_pvtd_usd2022_pc,"Domestic Private Expenditure on Home-based curative care, in constant (2022) US$ per capita"
hc1nec_pvtd_usd2022_pc,"Domestic Private Expenditure on Other curative care, in constant (2022) US$ per capita"
hc2_pvtd_usd2022_pc,"Domestic Private Expenditure on Rehabilitative care, in constant (2022) US$ per capita"
hc21_pvtd_usd2022_pc,"Domestic Private Expenditure on Inpatient rehabilitative care, in constant (2022) US$ per capita"
hc22_pvtd_usd2022_pc,"Domestic Private Expenditure on Day rehabilitative care, in constant (2022) US$ per capita"
hc23_pvtd_usd2022_pc,"Domestic Private Expenditure on Outpatient rehabilitative care, in constant (2022) US$ per capita"
hc24_pvtd_usd2022_pc,"Domestic Private Expenditure on Home-based rehabilitative care, in constant (2022) US$ per capita"
hc3_pvtd_usd2022_pc,"Domestic Private Expenditure on Long-term care (health), in constant (2022) US$ per capita"
hc31_pvtd_usd2022_pc,"Domestic Private Expenditure on Inpatient long-term care (health), in constant (2022) US$ per capita"
hc32_pvtd_usd2022_pc,"Domestic Private Expenditure on Day long-term care (health), in constant (2022) US$ per capita"
hc33_pvtd_usd2022_pc,"Domestic Private Expenditure on Outpatient long-term care (health), in constant (2022) US$ per capita"
hc34_pvtd_usd2022_pc,"Domestic Private Expenditure on Home-based long-term care (health), in constant (2022) US$ per capita"
hc3nec_pvtd_usd2022_pc,"Domestic Private Expenditure on Other Long-Term Care, in constant (2022) US$ per capita"
hc4_pvtd_usd2022_pc,"Domestic Private Expenditure on Ancillary services (non-specified by function), in constant (2022) US$ per capita"
hc41_pvtd_usd2022_pc,"Domestic Private Expenditure on Laboratory services, in constant (2022) US$ per capita"
hc42_pvtd_usd2022_pc,"Domestic Private Expenditure on Imaging services, in constant (2022) US$ per capita"
hc43_pvtd_usd2022_pc,"Domestic Private Expenditure on Patient transportation, in constant (2022) US$ per capita"
hc5_pvtd_usd2022_pc,"Domestic Private Expenditure on Medical goods (non-specified by function), in constant (2022) US$ per capita"
hc51_pvtd_usd2022_pc,"Domestic Private Expenditure on Pharmaceuticals and Other medical durable goods, in constant (2022) US$ per capita"
hc511_pvtd_usd2022_pc,"Domestic Private Expenditure on Prescribed medicines, in constant (2022) US$ per capita"
hc512_pvtd_usd2022_pc,"Domestic Private Expenditure on Over-the-counter medicines, in constant (2022) US$ per capita"
hc513_pvtd_usd2022_pc,"Domestic Private Expenditure on Other medical non-durable goods, in constant (2022) US$ per capita"
hc52_pvtd_usd2022_pc,"Domestic Private Expenditure on Therapeutic appliances and Other medical goods, in constant (2022) US$ per capita"
hc5nec_pvtd_usd2022_pc,"Domestic Private Expenditure on Unspecified medical goods (n.e.c.), in constant (2022) US$ per capita"
hc6_pvtd_usd2022_pc,"Domestic Private Expenditure on Preventive care, in constant (2022) US$ per capita"
hc61_pvtd_usd2022_pc,"Domestic Private Expenditure on Information, education and counseling (IEC) programmes, in constant (2022) US$ per capita"
hc62_pvtd_usd2022_pc,"Domestic Private Expenditure on Immunization Programmes, in constant (2022) US$ per capita"
